label,text,processed_text,encoded_label
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbspersolvo chas us since sept forå<NUM> definite not pay now thank information will ignore kath manchester,1
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,hope youåõre not hav too much fun without see u tomorrow love jess x,0
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok wont call disturb any one know all avoid burden all,0
ham,I've reached home n i bathe liao... U can call me now...,ive reached home n bathe liao u can call now,0
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loan any purpose even bad credit tenant welcome call noworriesloanscom <NUM>,1
ham,Was the actual exam harder than NBME,actual exam harder than nbme,0
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sickness th go round take easy hope u feel better soon lol,0
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",god picked up flower dippeditinadew loving touched itwhichturnedinto u gifted tomeandsaidthi friend <NUM>u,0
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,<NUM> kick new season <NUM>wk free goal new ur mobile txt ur club name <NUM> eg villa <NUM>,1
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till now dint meet not even single time then how can saw situation sathya,0
ham,Gam gone after outstanding innings.,gam gone after outstand inning,0
ham,O i played smash bros  &lt;#&gt;  religiously.,o played smash bro ltgt religious,0
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morn hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hop would help good day abiola,0
ham,Hurry home. Soup is DONE!,hurry home soup done,0
ham,No no. I will check all rooms befor activities,no no will check all room befor activiti,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good see word ym get tm very smart move slave smil drink coffee await,0
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok bit ex u better go eat smth now else ill feel guilty,0
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orange bring rington all time chart hero free hit each week go rington pic wap stop receiv these tip rep stop,1
ham,Lemme know when you're here,lemme know when youre here,0
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,private <NUM> account statement <NUM> show <NUM> unredeemed s m point call <NUM> identifier code <NUM> expir <NUM><NUM><NUM>,1
ham,He needs to stop going to bed and make with the fucking dealing,need stop go bed make fuck deal,0
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",how love brother time talk english grin say hey muhommad penny say hello across sea,0
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,tried call re rep sms video mobile <NUM> min unlimited text free camcorder rep call <NUM> now,1
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls want get nice t shirt hubby nice fit one budget ltgt k help pls will load d card abi hwkeep posted luv <NUM> mj,0
ham,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinced isnt elaborate test willpower,0
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",life noth wen v get everyth life everyth wen v miss someth real value people wil realized on absence gud mrng,0
ham,how are you? I miss you!,how miss,0
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,aint answerin no phone actual pretty reasonable hour im sleepy,0
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",hey rite u put åè<NUM> evey mnth all,0
ham,i am going to bed now prin,go bed now prin,0
ham,I think just yourself Û_Thanks and see you tomo,think just yourself û_thank see tomo,0
ham,If u dun drive then how i go 2 sch.,u dun drive then how go <NUM> sch,0
ham,I not at home now lei...,not home now lei,0
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,gsoh good spam ladiesu could b male gigolo <NUM> join uks fastest grow men club rep oncall mjzgroup <NUM><NUM>stop rep stop msgå<NUM><NUM>rcvd,1
ham,Ok then i will come to ur home after half an hour,ok then will come ur home after half hour,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admirer look <NUM> make contact ufind rreveal think ur so specialcall <NUM>,1
ham,Do u hav any frnd by name ashwini in ur college?,u hav any frnd name ashwini ur college,0
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish lunch way home lor tot u dun wan <NUM> stay sch today,0
ham,K then 2marrow are you coming to class.,k then <NUM>marrow com class,0
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasi call now <NUM> just <NUM>p per min ntt ltd po box <NUM> croydon cr<NUM> <NUM>wb <NUM> national rate call,1
ham,Pls send me your address sir.,pls send address sir,0
ham,I want to lick your pussy now...,want lick pussy now,0
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gonna still stock tomorrowtoday im try get dubsack,0
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded <ukp><NUM> prize guaranteed call <NUM> landline claim <NUM> valid <NUM>hr on <NUM>ppm,1
ham,"I'll see, but prolly yeah",ill see prol yeah,0
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner ill treat seem ok,0
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,where how can stand away doesnt heart ache without dont wonder dont crave,0
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry never hear unless book one kinda jokethet real look skinny white girl other one lineyou can on so much camera someth like theyre cast look,0
ham,What you doing?how are you?,doinghow,0
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",sure th big man hockey election <NUM> shouldnût go longer than hour though,0
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor saw few swatch one thk quite ok ard <NUM> need <NUM>nd opinion leh,0
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya u like hlday pic looked horrible so took mo how camp amrca th speak soon serena,0
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe how goe day up miss already love lov kiss hope everyth goe well,0
ham,Yunny... I'm goin to be late,yunny im goin late,0
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescribed morphine cause other pain med arent enough wait mom br med should kick fast so im gonna try later,0
ham,"Cool, want me to go to kappa or should I meet you outside mu",cool want go kappa should meet outside mu,0
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy bun told adore loverboy hope remember thank sister law those meatball grin love babe,0
ham,May b approve panalam...but it should have more posts..,may b approve panalambut should more post,0
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuary male sale hot gay chat now cheaper call <NUM> national rate <NUM><NUM>pmin cheap <NUM><NUM>pmin peak stop text call <NUM> <NUM>pmin,1
ham,"Sorry, I'll call later",sorry ill call later,0
ham,I dont thnk its a wrong calling between us,dont thnk wrong call between us,0
ham,Me i'm not workin. Once i get job...,im not workin once get job,0
ham,And by when you're done I mean now,when youre done mean now,0
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ur luck love someone ur fortune love one lov u,0
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby ive just got back work want see u allday hope didnt piss u phone today u up give call xxx,0
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day ready im horny live town love sex fun gam netcollex ltd <NUM>p per msg rep stop end,1
ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boy br perf legal,0
ham,No need to say anything to me. I know i am an outsider,no need say anyth know outsider,0
ham,have you ever had one foot before?,ever one foot before,0
ham,Just got to  &lt;#&gt;,just got ltgt,0
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",good no donût need any receiptsûówell done û_ yes please tell whatû number could ring,0
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quote ever told jerry cartoon person irritat u alway one lov u vry much fail express gud nyt,0
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leave wif lar ìï wan carry meh so heavy da num <NUM> familiar ì_,0
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth expression face could seen everyone depression heart could understood on loved one gud ni<NUM>,0
ham,Infact happy new year. How are you where are you when are we seeing,infact happy new year how where when see,0
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movie released ju <NUM> name band died start film agreen day bblue day cred day send b c,1
ham,That's a shame! Maybe cld meet for few hrs tomo?,that shame maybe cld meet few hrs tomo,0
ham,Lol I would but despite these cramps I like being a girl.,lol would despite these cramp like be girl,0
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,canåõt wait cornwall hope tonight isnåõt too bad well itåõ rock night shite anyway iåõm go kip now good night speak soon,0
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura im expect battery hont should pls send message how download movi thank,0
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda regard renew upgrad current tmobile handset free charge offer end today tel <NUM> <NUM> <NUM> subject ts cs,1
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent found way get another app phone eh will go net cafe take job geeee need babe crave see,0
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,on work mon thur sat cant leh booked liao other day u free,0
ham,ÌÏ comin to fetch us oredi...,ìï comin fetch us oredi,0
ham,What's nannys address?,what nanny address,0
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent <NUM> costa del sol holiday å<NUM> await collection call <NUM> now toclaim sae tc s pobox<NUM> stockport sk<NUM>xh costå<NUM><NUM>pm max<NUM>min,1
ham,Haf u eaten? Wat time u wan me 2 come?,haf u eaten wat time u wan <NUM> come,0
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone <NUM> anytime any network min half price line rental free text <NUM> month rep call <NUM> free delivery,1
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call when get chance friend mine wanted ask big order,0
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,single single answer fight plu said broke didnt rep,0
ham,It certainly puts things into perspective when something like this happens,certain put thing into perspective when someth like happen,0
ham,Now got tv 2 watch meh? U no work today?,now got tv <NUM> watch meh u no work today,0
ham,i felt so...not any conveying reason.. Ese he... What about me?,felt sonot any convey reason ese,0
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobile <NUM> month more u r entitled update latest colour mobil camera free call mobile update co free <NUM>,1
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how go got any excit karaoke type activiti planned im debat whether play football eve feel lazy though,0
ham,I told that am coming on wednesday.,told com wednesday,0
ham,"Its ok, called mom instead have fun",ok called mom instead fun,0
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc please go httpwwwwtlpcouktext tsc app,1
ham,Well if I'm that desperate I'll just call armand again,well im desperate ill just call armand again,0
ham,Are you at work right now ?,work right now,0
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrat nokia <NUM> video camera phone call <NUM> call cost <NUM>ppm ave call <NUM>min vary mobil <NUM> close <NUM> post bcm<NUM> ldn wc<NUM>n<NUM>xx,1
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,havent heard anyth hes not answer text so im guess flaked said jb fantastic,0
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm love youso much ahmad cant wait year begin every second tak closer be side happy new year love,0
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls what full name jok school cos fee university florida seem actual ltgt k pls holla back,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok said ive got wisdom teeth hidden inside n mayb need <NUM> remove,0
ham,And pls pls drink plenty plenty water,pls pls drink plenty plenty water,0
ham,How are you doing. How's the queen. Are you going for the royal wedding,how do how queen go royal wedd,0
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,hes lag that just sad part keep touch thank skype,0
ham,Ok lor then we go tog lor...,ok lor then go tog lor,0
ham,Two teams waiting for some players,two team wait some player,0
ham,Can Ì_ send me a copy of da report?,can ì_ send copy da report,0
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt how u deyhope ur ok tot u <NUM>daylove n misstake care,0
ham,"Ok da, i already planned. I wil pick you.",ok da already planned wil pick,0
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call <NUM> abta complimentary <NUM> spanish holiday å<NUM><NUM> cash await collection sae tcs box <NUM> po<NUM> <NUM>ez <NUM>ppm <NUM>,1
ham,"Sorry, I'll call later in meeting",sorry ill call later meet,0
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,just real need shit before tomorrow know wont awake before like <NUM>,0
ham,I'm good. Have you registered to vote?,im good registered vote,0
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok ill stay like hour cos eye real sore,0
ham,Dear got bus directly to calicut,dear got bus direct calicut,0
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell can play later together,0
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well general price ltgt oz let know ifwhenhow much want,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",each moment dayha own valuemorn bring hopeafternoon bring faitheven bring luvnight bring restwish u find all todaygood morn,0
ham,&lt;#&gt;  w jetton ave if you forgot,ltgt w jetton ave forgot,0
ham,Ok i'm coming home now.,ok im com home now,0
ham,Can not use foreign stamps in this country.,can not use foreign stamp country,0
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double min txt <NUM> <NUM>month free bluetooth orange available sony nokia motorola phon call mobileupd<NUM> <NUM> call<NUM>optoutn<NUM>dx,1
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry lot friendofafriend stuff im just now talk actual guy want buy,0
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free <NUM>st week no<NUM> nokia tone <NUM> ur mob every week just txt nokia <NUM> get txt tell ur mat wwwgetzedcouk pobox <NUM> w<NUM>wq norm<NUM>ptone <NUM>,1
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk up ur fone week new tone rep tones<NUM>u <NUM> text wwwringtonescouk original n best ton <NUM>gbp network operator rat app,1
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",cmon babe make horny turn txt fantasy now babe im hot sticky need now all repli cost å<NUM><NUM> <NUM> cancel send stop,1
ham,I will come tomorrow di,will come tomorrow di,0
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update weed dealer carlo went freedom class lunsford,0
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,0
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,c movie juz last minute decision mah juz watch <NUM> lar tot ì_ not interested,0
ham,How are you enjoying this semester? Take care brother.,how enjoy semester take care brother,0
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information <NUM> orange user <NUM>xxxxxx today ur lucky day<NUM> find why log onto httpwwwurawinnercom ther fantastic prizeawait,1
ham,"Get the door, I'm here",get door im here,0
ham,"Lets use it next week, princess :)",let use next week princess,0
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,go home first lar ì_ wait <NUM> lor put down stuff first,0
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday on buy <NUM> meal on <NUM> no gravy on <NUM> mark <NUM>,0
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),no dahe stupid daalway send like thisdon believe any those messagepandy mental,0
ham,Oi when you gonna ring,oi when gonna ring,0
spam,Missed call alert. These numbers called but left no message. 07008009200,missed call alert these number called left no message <NUM>,1
ham,I attended but nothing is there.,attended noth there,0
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,ard <NUM> like dat lor juz meet mrt station then ì_ dun haf come,0
ham,No dear i was sleeping :-P,no dear sleep p,0
ham,Er mw im filled tuth is aight,er mw im filled tuth aight,0
ham,Will be office around 4 pm. Now i am going hospital.,will office around <NUM> pm now go hospital,0
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actual im wait <NUM> week when start putt ad,0
ham,Anything lor if they all go then i go lor...,anyth lor all go then go lor,0
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free sat rite u wan <NUM> watch infernal affair wif n darren n mayb xy,0
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note anyone call mobile co amp ask u type ltgt ltgt not so disconnect callcoz iz attempt terrorist make use sim card no itz confirmd nokia n motorola n verified cnn ibn,0
ham,Yo you around? A friend of mine's lookin to pick up later tonight,yo around friend min lookin pick up later tonight,0
ham,Stupid auto correct on my phone,stupid auto correct phone,0
ham,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction week spiral michael good riddance,0
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",world suffer lot not violence bad people silence good people,0
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok that cool just either raglan rd edward rd behind cricket ground gimme ring when ur closeby see tuesday,0
ham,Buy one egg for me da..please:),buy one egg daplease,0
ham,Have you started in skye,started skye,0
ham,Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time how way,0
ham,And several to you sir.,several sir,0
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u real pig leh sleep so much dad wake up <NUM> smth <NUM> eat lunch today,0
ham,I'm at home. Please call,im home please call,0
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love hope not do anyth drastic dont dare sell pc phone,0
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,now on reached home very tired now will come tomorro,0
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg record indicate may entitled <NUM> pound accident claim free rep yes msg opt text stop,1
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u can win å<NUM> music gift voucher every week start now txt word draw <NUM> tsc wwwidewcom skillgame <NUM>winaweek age<NUM> <NUM>ppermesssubscription,1
ham,Life style garments account no please.,life style garment account no please,0
ham,Lol wtf random. Btw is that your lunch break,lol wtf random btw lunch break,0
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez how u de arab boy hope u r all good give love <NUM> evry<NUM> love ya eshxxxxxxxxxxx,0
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man just let know missed thought great day can send bimbo ugo number ill appreciate safe,0
ham,Detroit. The home of snow. Enjoy it.,detroit home snow enjoy,0
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colour euro <NUM> <NUM><NUM><NUM> offer get england flag <NUM>lion tone ur phone click follow service message info,1
ham,Okie...,okie,0
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin friend room so text when youre way,0
ham,Is toshiba portege m100 gd?,toshiba portege m<NUM> gd,0
ham,Well welp is sort of a semiobscure internet thing,well welp sort semiobscure internet th,0
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass <NUM> collect polyphonic rington normal gpr charg app on enjoy ton,1
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",according repeat just text word ok mobile phone send,1
ham,Loosu go to hospital. De dont let it careless.,loosu go hospital de dont let careless,0
ham,How much for an eighth?,how much eighth,0
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,omg joanna freak she looked thru all friend find photo then she ask stuff myspace havent even logged like year,0
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate month year will tel u ur life partner name method calculation rep must,0
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz now havent woke up so bit blur blur can dad went liao cant cum now oso,0
ham,"How about clothes, jewelry, and trips?",how cloth jewelry trip,0
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,block breaker now com deluxe format new featur great graphic tmobile buy just å<NUM> reply get bbdeluxe take challenge,1
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah cuddle would lush id need lot tea soup before any kind fumbl,0
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information <NUM> orange user today lucky day<NUM>find why log onto httpwwwurawinnercom ther fantastic surprise await,1
ham,I am late. I will be there at,late will there,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week bday wife didnt wish parent forgot n so kid went work even colleagu not wish,0
ham,Are you plans with your family set in stone ?,plan fami set stone,0
ham,Pls dont forget to study,pls dont forget study,0
ham,You'll never believe this but i have actually got off at taunton. Wow,youll never believe actual got taunton wow,0
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den on weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,just broke down list reason why nobody town cant tell she be sarcastic just faggy,0
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ltdecimalgt m not common car here so better buy china asia find less expensive ill holla,0
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without los heartgn tc,0
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry im stil fucked after last nite went tobed <NUM> got up <NUM> work <NUM>,0
ham,Hey so whats the plan this sat? ,hey so what plan sat,0
ham,Beauty sleep can help ur pimples too.,beauty sleep can help ur pimpl too,0
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope us connection mode men also cos can never know why old friend can lead today,0
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja <NUM>f invit friend rep yes<NUM> no<NUM> see wwwsmsacunat<NUM> stop send stop frnd <NUM>,1
ham,Where to get those?,where get those,0
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind just missed train cos asthma attack nxt one half hr so driv not sure where park,0
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball mov lotwill spin last so very difficult bat,0
ham,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe hamster jealou million,0
ham,Can you please send me my aunty's number,can please send aunty number,0
ham,I'm glad. You are following your dreams.,im glad follow dream,0
ham,I've reached home finally...,ive reached home final,0
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",urgent important information <NUM> user today lucky day <NUM> find why log onto httpwwwurawinnercom there fantastic surprise await,1
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valued network customer selected receivea å<NUM> prize reward claim call <NUM> claim code kl<NUM> valid <NUM> hour on,1
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn u r hurt d prsn s close <NUM> u fight wit dem coz somtim dis fight sav relation bt be quiet leav nothin relation gud eveb,0
ham,U can call now...,u can call now,0
